_time,vcc,vpanel,tmp,hum,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
2024-06-03 14:02:00+00:00,3.385,3.299,30.3,43.635,335800.0,46512400.0,46413500.0,45072900.0,3236600.0,3174500.0,3136200.0,339500.0,359500.0,386200.0
2024-06-03 14:03:00+00:00,3.382,3.299,30.49,43.16,332500.0,45925700.0,44887600.0,43545500.0,3132600.0,3093600.0,2993000.0,331900.0,355000.0,381300.0
2024-06-03 14:04:00+00:00,3.382,3.299,30.63,43.0,330000.0,45259600.0,44431100.0,42988500.0,3091900.0,2973500.0,2922500.0,331200.0,351400.0,376000.0
2024-06-03 14:05:00+00:00,3.383,3.301,30.75,42.726,327100.0,44933800.0,43763600.0,42611100.0,2989700.0,2931900.0,2925700.0,328400.0,349900.0,377300.0
2024-06-03 14:07:00+00:00,3.383,3.301,30.88,42.234,325200.0,44887600.0,44161700.0,43201000.0,3107700.0,3071000.0,2973500.0,331900.0,351000.0,378900.0
2024-06-03 14:08:00+00:00,3.385,3.302,30.64,42.189,330300.0,45495300.0,45026400.0,44028200.0,3163500.0,3123700.0,3086600.0,332500.0,353200.0,383600.0
2024-06-03 14:09:00+00:00,3.384,3.3,30.56,41.661,332800.0,45590200.0,45353600.0,43851400.0,3132600.0,3088400.0,3072700.0,333500.0,355000.0,382300.0
2024-06-03 14:10:00+00:00,3.383,3.301,30.63,42.947,329300.0,44841600.0,44028200.0,42819900.0,2993000.0,2938300.0,2903900.0,328400.0,348500.0,376400.0
2024-06-03 14:12:00+00:00,3.385,3.301,30.74,43.095,325500.0,44795600.0,43851400.0,42819900.0,3081400.0,2996300.0,2973500.0,329600.0,351000.0,377000.0
2024-06-03 14:13:00+00:00,3.385,3.814,30.65,43.05,328400.0,44658200.0,44028200.0,42694400.0,3077900.0,2951000.0,2938300.0,328000.0,350600.0,376000.0
2024-06-03 14:14:00+00:00,3.384,3.301,30.52,42.955,325500.0,44703900.0,43895500.0,42445500.0,2983200.0,2944600.0,2910100.0,326800.0,349200.0,376400.0
2024-06-03 14:16:00+00:00,3.384,3.303,30.48,42.913,326800.0,44431100.0,44117100.0,42946200.0,3093600.0,2970200.0,2963800.0,329000.0,349200.0,377000.0
2024-06-03 14:17:00+00:00,3.384,3.302,30.26,43.431,329000.0,44887600.0,43763600.0,42904000.0,3074400.0,2951000.0,2922500.0,328700.0,348100.0,376400.0
2024-06-03 14:18:00+00:00,3.384,3.3,30.16,43.336,327700.0,44841600.0,43545500.0,42569600.0,2996300.0,2976700.0,2941400.0,330600.0,348800.0,378100.0
2024-06-03 14:19:00+00:00,3.385,3.303,30.09,44.043,328400.0,45166000.0,44028200.0,42322200.0,3091900.0,2976700.0,2951000.0,329600.0,351400.0,377000.0
2024-06-03 14:21:00+00:00,3.385,3.302,30.1,43.754,329300.0,45306600.0,43851400.0,42736200.0,2996300.0,2976700.0,2931900.0,330600.0,348500.0,376600.0
2024-06-03 14:22:00+00:00,3.385,3.304,30.11,43.62,328400.0,44980000.0,44028200.0,43807400.0,3109500.0,3090100.0,2976700.0,331200.0,351700.0,379800.0
2024-06-03 14:23:00+00:00,3.385,3.302,29.98,43.878,331900.0,45685600.0,44749700.0,44795600.0,3167200.0,3143500.0,3102400.0,337500.0,355800.0,382500.0
2024-06-03 14:24:00+00:00,3.383,3.298,29.91,44.955,331600.0,45637800.0,44296000.0,42946200.0,3111200.0,3071000.0,2963800.0,332800.0,353500.0,380200.0
2024-06-03 14:26:00+00:00,3.384,3.3,29.82,45.101,330900.0,45542700.0,44117100.0,42988500.0,3105900.0,2993000.0,2979900.0,331900.0,352800.0,379600.0
2024-06-03 14:27:00+00:00,3.384,3.296,29.81,45.613,330300.0,45259600.0,44161700.0,42652700.0,2967000.0,2970200.0,2951000.0,329000.0,350300.0,375800.0
2024-06-03 14:28:00+00:00,3.385,3.3,29.83,45.115,329600.0,45353600.0,44251100.0,42904000.0,3104200.0,2986500.0,2957400.0,331900.0,352800.0,378500.0
2024-06-03 14:29:00+00:00,3.384,3.3,29.99,45.1,328000.0,44887600.0,43939600.0,42528200.0,2989700.0,2973500.0,2954200.0,329300.0,350600.0,375600.0
2024-06-03 14:31:00+00:00,3.384,3.297,30.17,45.019,328000.0,44612600.0,43502100.0,42652700.0,2973500.0,2935100.0,2913200.0,327100.0,346400.0,364500.0
2024-06-03 14:32:00+00:00,3.386,3.301,30.21,45.01,326200.0,44567100.0,43329500.0,43030800.0,3083100.0,2983200.0,2944600.0,330300.0,347400.0,365700.0
2024-06-03 14:33:00+00:00,3.385,3.301,30.14,44.256,324900.0,44658200.0,43632400.0,42445500.0,2983200.0,2954200.0,2941400.0,327700.0,348800.0,378900.0
2024-06-03 14:34:00+00:00,3.386,3.299,30.06,44.467,328700.0,44841600.0,43676100.0,42694400.0,3088400.0,2970200.0,2935100.0,329000.0,349900.0,378500.0
2024-06-03 14:36:00+00:00,3.384,3.301,29.92,45.193,326500.0,44980000.0,43895500.0,42363200.0,3071000.0,2951000.0,2922500.0,327100.0,349600.0,364900.0
2024-06-03 14:37:00+00:00,3.384,3.303,29.96,45.198,326200.0,44567100.0,42862000.0,41755900.0,2970200.0,2916300.0,2897700.0,327100.0,346700.0,364100.0
2024-06-03 14:38:00+00:00,3.385,3.302,30.03,45.108,324000.0,44296000.0,42946200.0,42118200.0,2935100.0,2900800.0,2852300.0,324300.0,344600.0,361400.0
2024-06-03 14:40:00+00:00,3.385,3.303,30.16,44.819,324600.0,43983800.0,42652700.0,41243500.0,2944600.0,2897700.0,2870300.0,323700.0,343900.0,363700.0
2024-06-03 14:41:00+00:00,3.384,3.303,30.19,43.362,324000.0,43939600.0,42988500.0,42363200.0,2976700.0,2922500.0,2913200.0,326800.0,347400.0,375200.0
2024-06-03 14:42:00+00:00,3.385,3.303,30.04,44.609,328000.0,44567100.0,43588900.0,42363200.0,3077900.0,2957400.0,2925700.0,327700.0,347100.0,364500.0
2024-06-03 14:43:00+00:00,3.384,3.303,29.91,44.632,326500.0,45072900.0,44072600.0,42778000.0,3090100.0,2970200.0,2941400.0,328400.0,348800.0,375800.0
2024-06-03 14:45:00+00:00,3.384,3.303,29.85,45.427,326500.0,44612600.0,43243800.0,42404300.0,3081400.0,3072700.0,2993000.0,330600.0,350300.0,378300.0
2024-06-03 14:46:00+00:00,3.385,3.303,29.77,45.603,326500.0,44703900.0,43545500.0,42077600.0,2976700.0,2951000.0,2916300.0,328000.0,348100.0,375800.0
2024-06-03 14:47:00+00:00,3.385,3.303,29.71,44.972,326500.0,44795600.0,43458800.0,42611100.0,3097100.0,2986500.0,2938300.0,329600.0,349900.0,378100.0
2024-06-03 14:48:00+00:00,3.387,3.31,29.76,45.855,326500.0,44795600.0,43372600.0,41996700.0,2970200.0,2925700.0,2922500.0,325500.0,346000.0,364500.0
2024-06-03 14:50:00+00:00,3.386,3.306,29.84,45.915,323100.0,44161700.0,43243800.0,42363200.0,2983200.0,2951000.0,2922500.0,325200.0,347100.0,364900.0
2024-06-03 14:51:00+00:00,3.388,3.307,29.72,46.258,323700.0,44251100.0,42778000.0,41716100.0,2931900.0,2913200.0,2873300.0,326800.0,344600.0,364100.0
2024-06-03 14:52:00+00:00,3.387,3.309,29.66,45.841,323700.0,44072600.0,42946200.0,41795900.0,2941400.0,2870300.0,2873300.0,325900.0,345300.0,363300.0
2024-06-03 14:53:00+00:00,3.388,3.307,29.55,45.677,324600.0,44117100.0,43286600.0,42363200.0,2983200.0,2954200.0,2891600.0,329000.0,347800.0,375200.0
2024-06-03 14:55:00+00:00,3.387,3.303,29.43,46.427,328000.0,44251100.0,43415700.0,42158800.0,2996300.0,2941400.0,2938300.0,330600.0,349900.0,377500.0
2024-06-03 14:56:00+00:00,3.387,3.305,29.25,47.175,327100.0,45119400.0,44117100.0,43158300.0,3065800.0,2976700.0,2947800.0,331900.0,351000.0,377500.0
2024-06-03 14:57:00+00:00,3.386,3.303,29.23,47.483,328000.0,44658200.0,43807400.0,42778000.0,2993000.0,2967000.0,2925700.0,330300.0,349600.0,377700.0
2024-06-03 14:59:00+00:00,3.388,3.304,29.22,47.63,329000.0,45072900.0,44117100.0,43415700.0,3138000.0,3088400.0,2986500.0,334200.0,354600.0,383600.0
2024-06-03 15:00:00+00:00,3.387,3.302,29.14,47.648,331900.0,45733400.0,44887600.0,43763600.0,3139900.0,3086600.0,2996300.0,336500.0,355000.0,381500.0
2024-06-03 15:01:00+00:00,3.386,3.3,29.28,47.822,329000.0,45259600.0,44612600.0,43588900.0,3107700.0,3072700.0,2970200.0,333800.0,354600.0,380800.0
2024-06-03 15:02:00+00:00,3.386,3.302,29.36,47.595,330900.0,45072900.0,44117100.0,43201000.0,3088400.0,2973500.0,2951000.0,332800.0,352100.0,377300.0
2024-06-03 15:04:00+00:00,3.383,3.299,29.49,47.134,328700.0,45119400.0,44251100.0,43158300.0,3091900.0,2979900.0,2941400.0,331600.0,351400.0,380200.0
2024-06-03 15:05:00+00:00,3.382,3.299,29.66,46.444,330300.0,44933800.0,44161700.0,42652700.0,2996300.0,2963800.0,2903900.0,327700.0,349900.0,376800.0
2024-06-03 15:06:00+00:00,3.385,3.299,29.86,46.058,327100.0,44612600.0,43851400.0,42652700.0,2989700.0,2957400.0,2931900.0,328700.0,348100.0,364900.0
2024-06-03 15:07:00+00:00,3.385,3.301,29.99,45.6,325500.0,44161700.0,43588900.0,42199600.0,2976700.0,2931900.0,2913200.0,327700.0,347100.0,364900.0
2024-06-03 15:09:00+00:00,3.384,3.3,29.91,45.501,325200.0,44795600.0,43201000.0,42404300.0,3072700.0,2986500.0,2947800.0,330600.0,351700.0,379800.0
2024-06-03 15:10:00+00:00,3.386,3.304,29.72,45.845,329000.0,45353600.0,43895500.0,42736200.0,3097100.0,3077900.0,2941400.0,329300.0,350300.0,377700.0
2024-06-03 15:12:00+00:00,3.386,3.312,29.59,45.845,328700.0,44887600.0,44072600.0,42652700.0,3067500.0,2928800.0,2944600.0,330300.0,351400.0,376800.0
2024-06-03 15:14:00+00:00,3.385,3.303,29.64,45.332,329600.0,45447900.0,44521700.0,43286600.0,3116600.0,3077900.0,2967000.0,333500.0,353500.0,380000.0
2024-06-03 15:15:00+00:00,3.388,3.307,29.56,44.741,332800.0,45542700.0,44521700.0,43329500.0,3091900.0,2986500.0,2931900.0,333200.0,352100.0,380600.0
2024-06-03 15:16:00+00:00,3.388,3.307,29.48,44.234,334500.0,46315100.0,44933800.0,44658200.0,3130900.0,3097100.0,3093600.0,336500.0,357200.0,386000.0
2024-06-03 15:19:00+00:00,3.388,3.309,29.46,42.581,340100.0,47627900.0,46861600.0,45733400.0,3221300.0,3176400.0,3196800.0,345000.0,367200.0,394000.0
2024-06-03 15:20:00+00:00,3.389,3.32,29.44,44.142,340100.0,47784100.0,46761300.0,45781300.0,3263700.0,3232800.0,3148900.0,341200.0,363300.0,390200.0
2024-06-03 15:21:00+00:00,3.395,3.932,29.44,44.113,342500.0,47679800.0,46561900.0,45259600.0,3191200.0,3165300.0,3143500.0,341900.0,362200.0,390200.0
2024-06-03 15:23:00+00:00,3.387,3.306,29.43,44.27,338100.0,47941400.0,46761300.0,45495300.0,3178200.0,3148900.0,3150700.0,341200.0,361000.0,392000.0
2024-06-03 15:24:00+00:00,3.389,3.305,29.59,44.332,338100.0,47114300.0,45829300.0,44887600.0,3170800.0,3147100.0,3111200.0,340500.0,357200.0,387300.0
2024-06-03 15:25:00+00:00,3.389,3.308,29.49,44.073,339100.0,47063500.0,46413500.0,44658200.0,3200600.0,3136200.0,3114800.0,339800.0,359500.0,389300.0
2024-06-03 15:26:00+00:00,3.39,3.309,29.54,44.526,335500.0,46711300.0,45877400.0,44341000.0,3176400.0,3074400.0,2993000.0,336500.0,357600.0,384000.0
2024-06-03 15:28:00+00:00,3.39,3.31,29.64,44.284,334800.0,46611600.0,45447900.0,44341000.0,3165300.0,3107700.0,3079600.0,336500.0,356100.0,384300.0
2024-06-03 15:29:00+00:00,3.387,3.309,29.61,44.224,334200.0,46761300.0,45212800.0,43983800.0,3141700.0,3081400.0,3084900.0,337500.0,356900.0,384500.0
2024-06-03 15:30:00+00:00,3.389,3.315,29.61,44.664,335500.0,46168300.0,45447900.0,43719800.0,3111200.0,3095400.0,3091900.0,334800.0,357200.0,384500.0
2024-06-03 15:31:00+00:00,3.391,3.316,29.53,45.134,332500.0,46071000.0,45166000.0,43807400.0,3107700.0,2986500.0,2963800.0,334800.0,356100.0,381700.0
2024-06-03 15:33:00+00:00,3.389,3.309,29.42,45.715,332500.0,45733400.0,44749700.0,43502100.0,3072700.0,2996300.0,3071000.0,336800.0,356500.0,382500.0
2024-06-03 15:34:00+00:00,3.39,3.309,29.26,45.533,335100.0,46168300.0,45637800.0,44341000.0,3161700.0,3130900.0,3093600.0,337800.0,359900.0,385100.0
2024-06-03 15:37:00+00:00,3.389,3.311,29.03,45.971,334800.0,46413500.0,45781300.0,44431100.0,3148900.0,3098900.0,3071000.0,335500.0,357600.0,385800.0
2024-06-03 15:38:00+00:00,3.389,3.309,29.04,44.982,333800.0,47012900.0,45925700.0,44612600.0,3159800.0,3120100.0,3116600.0,339500.0,361800.0,388000.0
2024-06-03 15:39:00+00:00,3.39,3.309,29.05,44.08,339800.0,47679800.0,46711300.0,45974000.0,3232800.0,3202500.0,3176400.0,343900.0,364900.0,388400.0
2024-06-03 15:40:00+00:00,3.39,3.307,28.98,46.306,341200.0,47627900.0,46761300.0,45829300.0,3229000.0,3206200.0,3152500.0,344600.0,362600.0,392900.0
2024-06-03 15:42:00+00:00,3.389,3.313,28.75,47.304,335500.0,47114300.0,46462900.0,45259600.0,3189400.0,3165300.0,3127300.0,342200.0,360600.0,387800.0
2024-06-03 15:43:00+00:00,3.389,3.309,28.58,48.317,331200.0,46611600.0,45829300.0,44341000.0,3169000.0,3125500.0,3079600.0,337800.0,358400.0,385300.0
2024-06-03 15:44:00+00:00,3.39,3.313,28.44,48.753,333500.0,46364300.0,45447900.0,44612600.0,3132600.0,3104200.0,2996300.0,336500.0,359500.0,385600.0
2024-06-03 15:45:00+00:00,3.389,3.308,28.34,49.311,337500.0,46661400.0,45306600.0,44841600.0,3202500.0,3136200.0,3109500.0,339100.0,360600.0,385800.0
2024-06-03 15:47:00+00:00,3.39,3.309,28.23,49.215,334200.0,46962300.0,45542700.0,44521700.0,3161700.0,3134400.0,3121900.0,341900.0,360600.0,388600.0
2024-06-03 15:48:00+00:00,3.39,3.309,28.17,49.994,335500.0,47063500.0,45925700.0,44933800.0,3206200.0,3180100.0,3134400.0,340800.0,365700.0,387800.0
2024-06-03 15:49:00+00:00,3.39,3.31,28.1,49.445,333800.0,47524200.0,45877400.0,45212800.0,3198700.0,3161700.0,3111200.0,341500.0,364100.0,389700.0
2024-06-03 15:50:00+00:00,3.391,3.307,28.08,49.706,339500.0,47627900.0,46022400.0,44795600.0,3176400.0,3136200.0,3104200.0,341500.0,360300.0,386200.0
2024-06-03 15:52:00+00:00,3.39,3.308,28.1,49.878,332800.0,47012900.0,45590200.0,44341000.0,3156200.0,3118300.0,3121900.0,338100.0,359900.0,388400.0
2024-06-03 15:53:00+00:00,3.39,3.309,28.03,50.243,331200.0,47216100.0,45733400.0,44251100.0,3180100.0,3139900.0,3104200.0,337500.0,362200.0,385800.0
2024-06-03 15:54:00+00:00,3.39,3.309,28.02,50.318,331600.0,47012900.0,45781300.0,44887600.0,3198700.0,3150700.0,3113000.0,340100.0,359500.0,386700.0
2024-06-03 15:56:00+00:00,3.39,3.311,27.92,50.319,333800.0,47318400.0,45733400.0,44431100.0,3176400.0,3130900.0,3100600.0,335500.0,362200.0,383200.0
2024-06-03 15:57:00+00:00,3.387,3.308,27.82,50.234,334200.0,47576000.0,46168300.0,44841600.0,3206200.0,3163500.0,3121900.0,342200.0,360600.0,387300.0
2024-06-03 15:58:00+00:00,3.386,3.303,27.78,50.493,335500.0,47731900.0,46119600.0,44749700.0,3200600.0,3154400.0,3109500.0,343200.0,356900.0,388900.0
2024-06-03 15:59:00+00:00,3.387,3.309,27.83,50.112,335500.0,47731900.0,46266100.0,44703900.0,3204300.0,3120100.0,3109500.0,341500.0,363700.0,386900.0
2024-06-03 16:01:00+00:00,3.387,3.31,27.84,50.298,334800.0,48998800.0,46811400.0,45925700.0,3246200.0,3213800.0,3165300.0,343900.0,375200.0,393600.0
2024-06-03 16:02:00+00:00,3.386,3.307,27.77,50.477,336100.0,47836400.0,46661400.0,45119400.0,3189400.0,3187500.0,3123700.0,344300.0,364900.0,386200.0
2024-06-03 16:03:00+00:00,3.386,3.309,27.71,50.156,335800.0,47836400.0,46711300.0,45306600.0,3215700.0,3200600.0,3187500.0,339100.0,361400.0,393800.0
2024-06-03 16:04:00+00:00,3.386,3.307,27.56,50.675,337800.0,49442400.0,47063500.0,45781300.0,3230900.0,3178200.0,3156200.0,340500.0,362600.0,392000.0
2024-06-03 16:06:00+00:00,3.386,3.312,27.51,50.745,339800.0,49526500.0,47063500.0,45685600.0,3236600.0,3198700.0,3156200.0,341200.0,378700.0,388400.0
2024-06-03 16:07:00+00:00,3.387,3.293,27.44,50.757,339500.0,49723800.0,47216100.0,46119600.0,3240500.0,3204300.0,3159800.0,341200.0,359900.0,390600.0
2024-06-03 16:08:00+00:00,3.386,3.312,27.45,50.843,339100.0,49667200.0,47369700.0,45877400.0,3236600.0,3230900.0,3180100.0,341200.0,365700.0,393300.0
2024-06-03 16:11:00+00:00,3.385,3.308,27.51,49.576,342900.0,50675400.0,48916500.0,46911900.0,3303200.0,3257900.0,3219400.0,344300.0,377000.0,392900.0
2024-06-03 16:12:00+00:00,3.387,3.287,27.5,49.596,343200.0,50822700.0,49136600.0,47165100.0,3303200.0,3269600.0,3219400.0,352100.0,376600.0,399800.0
2024-06-03 16:13:00+00:00,3.384,3.308,27.48,49.666,342200.0,50587400.0,49442400.0,47012900.0,3313200.0,3267600.0,3227100.0,347100.0,377900.0,399800.0
2024-06-03 16:15:00+00:00,3.385,3.308,27.39,49.528,345700.0,50881900.0,49498400.0,47472600.0,3301200.0,3285300.0,3240500.0,349200.0,365300.0,397500.0
2024-06-03 16:16:00+00:00,3.386,3.308,27.34,50.216,344600.0,51060300.0,49695500.0,47576000.0,3335500.0,3269600.0,3252000.0,346400.0,377300.0,396100.0
2024-06-03 16:17:00+00:00,3.387,3.303,27.28,51.51,342900.0,50852300.0,49275100.0,47114300.0,3335500.0,3277400.0,3232800.0,345700.0,375400.0,396100.0
2024-06-03 16:18:00+00:00,3.386,3.307,27.11,53.157,342900.0,49979700.0,47784100.0,47216100.0,3291200.0,3252000.0,3225100.0,344300.0,365300.0,391800.0
2024-06-03 16:20:00+00:00,3.385,3.308,26.98,53.987,337500.0,49667200.0,47114300.0,46315100.0,3248200.0,3227100.0,3196800.0,343200.0,362200.0,391100.0
2024-06-03 16:21:00+00:00,3.387,3.309,26.81,54.062,338100.0,49330800.0,47421100.0,46811400.0,3303200.0,3287300.0,3259800.0,348100.0,377300.0,395600.0
2024-06-03 16:22:00+00:00,3.386,3.307,26.53,55.141,342900.0,50383200.0,49109000.0,47524200.0,3366300.0,3321300.0,3299200.0,349200.0,379800.0,400700.0
2024-06-03 16:23:00+00:00,3.386,3.31,26.27,55.254,347800.0,50238400.0,49247400.0,47318400.0,3307200.0,3283300.0,3225100.0,348500.0,378900.0,396800.0
2024-06-03 16:25:00+00:00,3.387,3.3,26.22,54.778,346000.0,49894100.0,49219600.0,47063500.0,3289200.0,3248200.0,3204300.0,349200.0,379300.0,399800.0
2024-06-03 16:26:00+00:00,3.386,3.309,26.32,54.502,343600.0,50123100.0,49191900.0,46761300.0,3303200.0,3248200.0,3246200.0,347400.0,379800.0,396800.0
2024-06-03 16:27:00+00:00,3.386,3.309,26.51,53.471,347800.0,51000700.0,49414500.0,47114300.0,3283300.0,3267600.0,3219400.0,348500.0,377700.0,398600.0
2024-06-03 16:29:00+00:00,3.385,3.309,26.56,53.35,344600.0,50971000.0,49582700.0,47369700.0,3337500.0,3267600.0,3259800.0,348500.0,379600.0,399600.0
2024-06-03 16:30:00+00:00,3.386,3.309,26.55,53.299,348100.0,51090200.0,49837200.0,48943900.0,3362100.0,3327300.0,3289200.0,351000.0,383000.0,401000.0
2024-06-03 16:31:00+00:00,3.385,3.309,26.53,53.437,346000.0,50528900.0,49894100.0,47472600.0,3299200.0,3285300.0,3255900.0,348800.0,380800.0,399800.0
2024-06-03 16:32:00+00:00,3.384,3.309,26.49,53.994,347100.0,51270000.0,50180700.0,49442400.0,3387200.0,3351800.0,3299200.0,352100.0,385100.0,402400.0
2024-06-03 16:34:00+00:00,3.389,3.244,26.26,54.824,348500.0,50793200.0,50065600.0,49358600.0,3404100.0,3351800.0,3311200.0,353500.0,385800.0,403600.0
2024-06-03 16:35:00+00:00,3.385,3.311,26.04,55.625,349900.0,51180000.0,49610900.0,47941400.0,3345700.0,3321300.0,3273500.0,351000.0,384700.0,400700.0
2024-06-03 16:36:00+00:00,3.385,3.312,25.93,56.247,347100.0,50822700.0,49837200.0,47888900.0,3364200.0,3321300.0,3277400.0,351400.0,382300.0,402600.0
2024-06-03 16:37:00+00:00,3.386,3.31,25.85,56.101,348500.0,51240000.0,50238400.0,47731900.0,3345700.0,3295200.0,3259800.0,351000.0,381300.0,402400.0
2024-06-03 16:39:00+00:00,3.386,3.311,25.82,56.286,347100.0,51270000.0,49442400.0,47731900.0,3362100.0,3356000.0,3347700.0,357200.0,389500.0,409400.0
2024-06-03 16:40:00+00:00,3.386,3.311,25.72,56.849,352100.0,51725300.0,50704800.0,49667200.0,3431900.0,3380900.0,3325300.0,355400.0,386900.0,406200.0
2024-06-03 16:41:00+00:00,3.389,3.31,25.65,56.59,351400.0,51572600.0,50267300.0,47784100.0,3408300.0,3356000.0,3321300.0,353500.0,386700.0,403100.0
2024-06-03 16:43:00+00:00,3.385,3.31,25.64,56.211,350600.0,51633600.0,50704800.0,49191900.0,3440500.0,3380900.0,3353900.0,356100.0,387800.0,408200.0
2024-06-03 16:44:00+00:00,3.384,3.311,25.55,56.455,353500.0,52251100.0,50971000.0,49780400.0,3491100.0,3429700.0,3387200.0,358400.0,388000.0,407400.0
2024-06-03 16:45:00+00:00,3.386,3.311,25.5,55.649,353500.0,52755800.0,51090200.0,50123100.0,3468900.0,3440500.0,3376700.0,358000.0,390400.0,410100.0
2024-06-03 16:46:00+00:00,3.385,3.31,25.51,55.753,354300.0,52883500.0,51633600.0,50008300.0,3460100.0,3393500.0,3368400.0,358000.0,388900.0,409600.0
2024-06-03 16:48:00+00:00,3.385,3.313,25.59,55.187,355800.0,52628700.0,51360500.0,49951200.0,3451400.0,3406200.0,3372500.0,356500.0,390000.0,410900.0
2024-06-03 16:49:00+00:00,3.385,3.313,25.69,55.007,355400.0,52915600.0,51240000.0,49695500.0,3451400.0,3404100.0,3353900.0,356900.0,390000.0,410900.0
2024-06-03 16:50:00+00:00,3.387,3.314,25.71,55.721,354300.0,52787700.0,51150000.0,49979700.0,3447000.0,3406200.0,3360100.0,355800.0,390200.0,408900.0
2024-06-03 16:52:00+00:00,3.385,3.313,25.67,56.061,352400.0,52470700.0,50675400.0,49219600.0,3414700.0,3356000.0,3313200.0,353500.0,386000.0,407200.0
2024-06-03 16:53:00+00:00,3.39,3.146,25.59,57.664,351700.0,51572600.0,50296200.0,47941400.0,3387200.0,3345700.0,3315200.0,353500.0,385800.0,404300.0
2024-06-03 16:54:00+00:00,3.391,3.135,25.46,57.132,349600.0,52002300.0,50296200.0,49498400.0,3455800.0,3404100.0,3347700.0,354600.0,388900.0,408400.0
2024-06-03 16:55:00+00:00,3.392,3.126,25.35,57.032,353200.0,52439200.0,50822700.0,50037000.0,3462300.0,3438400.0,3410400.0,357200.0,392400.0,408900.0
2024-06-03 16:58:00+00:00,3.391,3.131,25.16,57.998,353500.0,52251100.0,50558100.0,49442400.0,3457900.0,3408300.0,3376700.0,356100.0,390400.0,409100.0
2024-06-03 16:59:00+00:00,3.392,3.115,25.04,58.637,351000.0,52157500.0,50267300.0,49667200.0,3468900.0,3406200.0,3353900.0,356500.0,388600.0,407900.0
2024-06-03 17:00:00+00:00,3.392,3.113,24.93,59.533,353900.0,52533800.0,50852300.0,49894100.0,3493300.0,3419000.0,3376700.0,356500.0,387100.0,409600.0
2024-06-03 17:02:00+00:00,3.393,3.109,24.84,57.981,354300.0,52533800.0,51060300.0,49610900.0,3462300.0,3404100.0,3366300.0,357200.0,391300.0,411900.0
2024-06-03 17:03:00+00:00,3.394,3.092,24.81,57.115,358000.0,53531500.0,52002300.0,50763700.0,3506800.0,3482200.0,3429700.0,363700.0,394300.0,413600.0
2024-06-03 17:04:00+00:00,3.393,3.097,24.92,55.968,359100.0,54229200.0,52345000.0,51420900.0,3540900.0,3511300.0,3457900.0,376400.0,400000.0,416400.0
2024-06-03 17:06:00+00:00,3.394,3.095,25.21,55.0,364900.0,55049100.0,53795100.0,53011900.0,3669400.0,3627900.0,3573300.0,380800.0,405300.0,423100.0
2024-06-03 17:07:00+00:00,3.395,2.597,25.44,55.174,363700.0,54945200.0,53762100.0,52597100.0,3637600.0,3573300.0,3547800.0,377000.0,399300.0,420200.0
2024-06-03 17:08:00+00:00,3.392,3.09,25.82,53.838,375800.0,55258000.0,53828300.0,53696000.0,3662000.0,3613500.0,3566300.0,381500.0,404100.0,423400.0
2024-06-03 17:09:00+00:00,3.395,3.101,26.22,52.731,377500.0,54910700.0,54330300.0,53762100.0,3618300.0,3589800.0,3540900.0,377000.0,397500.0,416900.0
2024-06-03 17:11:00+00:00,3.394,3.097,27.43,50.915,355800.0,53011900.0,52188700.0,50646000.0,3440500.0,3387200.0,3321300.0,351000.0,383200.0,401900.0
2024-06-03 17:12:00+00:00,3.389,3.326,29.8,46.545,347100.0,49723800.0,47524200.0,45829300.0,3289200.0,3248200.0,3215700.0,346000.0,377700.0,397700.0
2024-06-03 17:13:00+00:00,3.394,3.054,31.57,42.641,338100.0,47524200.0,46462900.0,45542700.0,3213800.0,3169000.0,3118300.0,333800.0,353200.0,378500.0
